edge_type_id target_model_id target_label source_label weight_max weight_func weight_sigma distance_range target_sections delay params_file nsyns
6580 471129934 e5Rbp4 LGN 6.4237961354e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 15
6581 471143169 e5Rbp4 LGN 6.056731579600001e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 15
6582 471758398 e5Rbp4 LGN 6.98947330596e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 15
6583 471767045 e5Rbp4 LGN 3.96300574088e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 15
6584 485574832 e5Rbp4 LGN 4.90700169766e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 15
6585 485835055 e5Rbp4 LGN 5.390321749700001e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 15
6586 485880739 e5Rbp4 LGN 4.94517182932e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 15
6587 486052980 e5Rbp4 LGN 6.227496491100001e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 15
6588 486110216 e5Rbp4 LGN 6.49633595184e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 15
6589 487664663 e5Rbp4 LGN 6.83715640028e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 15
6591 487661754 e23Cux2 LGN 7.911780950300001e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 15
6592 321708130 i6Pvalb LGN 0.00058849913963 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 10
6594 471087830 i6Pvalb LGN 0.00055719392574 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 10
6596 478058328 i6Pvalb LGN 0.000701797010887 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 10
6597 478828646 i6Pvalb LGN 0.0005972070176799999 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 10
6599 314900022 e4Scnn1a LGN 8.10985903604e-06 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6602 348592897 e4Scnn1a LGN 3.73082419367e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6603 395830185 e4Scnn1a LGN 1.67671048018e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6604 469798159 e4Scnn1a LGN 1.3904471628e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6605 476126528 e4Scnn1a LGN 1.31280645936e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6606 476218657 e4Scnn1a LGN 3.12402608699e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6607 341442651 i23Pvalb LGN 0.00156923035195 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 15
6609 484635029 i23Pvalb LGN 0.00139354603091 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 15
6610 488501071 i23Pvalb LGN 0.00152597608881 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 15
6611 477135941 e4other LGN 1.04636682529e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6612 483061182 e4other LGN 3.67934800172e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6614 485909730 e4other LGN 1.2882924794000005e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6615 486146717 e4other LGN 2.30426909085e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6616 487601493 e4other LGN 2.20323910662e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6617 313861608 i5Pvalb LGN 0.0007405883143630001 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 20
6618 321023397 i5Pvalb LGN 0.0007714936750810003 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 20
6620 333785962 i5Pvalb LGN 0.000649866595165 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 20
6621 396608557 i5Pvalb LGN 0.0007970295241519999 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 20
6622 469610831 i5Pvalb LGN 0.000756344211106 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 20
6623 471077857 i5Pvalb LGN 0.0014908393687 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 20
6624 471085676 i5Pvalb LGN 0.0008996468614369998 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 20
6625 478793814 i5Pvalb LGN 0.000988439195858 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 20
6628 486783119 i5Pvalb LGN 0.00083093955676 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 20
6630 333604946 i4Pvalb LGN 0.000210324975582 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 75
6631 487667205 i4Pvalb LGN 0.000201692773907 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 75
6632 314642645 e4Rorb LGN 9.316690682589999e-06 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6633 324025371 e4Rorb LGN 1.57991849649e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6634 329550137 e4Rorb LGN 1.3043484499e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6635 473020156 e4Rorb LGN 1.4393033653e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6636 476616076 e4Rorb LGN 9.1515847796e-06 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6637 479179020 e4Rorb LGN 1.39482597901e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6638 480087928 e4Rorb LGN 1.05109096704e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6639 480124551 e4Rorb LGN 1.71873027913e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6641 484679812 e4Rorb LGN 1.85521591548e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6642 485836906 e4Rorb LGN 2.81782021797e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6643 486502127 e4Rorb LGN 1.15434841109e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6644 474626527 i4Htr3a LGN 0.0 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 20
6645 313862167 i4Sst LGN 0.0 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 25
6646 473016550 i4Sst LGN 0.0 wmax  "[0.0, 1e+20]" "['somatic', 'basal']" 1.7 AMPA_ExcToInh.json 25
6648 318733871 e4Nr5a1 LGN 1.74100182066e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6649 318808427 e4Nr5a1 LGN 1.98345464907e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
6651 370351753 e4Nr5a1 LGN 2.43039177133e-05 wmax  "[0.0, 150.0]" "['basal', 'apical']" 1.7 AMPA_ExcToExc.json 80
